Id,SalePrice
541,127349.90133430366
551,172820.6984488143
552,175373.55718637747
554,82405.01510609005
555,129555.77770885595
556,139168.11529136973
557,129768.37714538872
565,234880.04664165797
566,261985.24702548553
567,155373.0696641205
569,195703.473329937
570,181544.7565114265
574,243844.88056405523
575,313005.1009581437
576,216393.95846736798
577,208588.23911999303
578,238613.65134618056
583,215727.52329545224
584,211747.0402152276
585,160928.6181464006
587,185177.90055684705
593,249588.27441049114
597,208194.59872256202
598,170079.45564572955
599,168469.2821974448
600,128839.58677030084
605,178511.39219741768
607,161351.4679043668
608,152121.67898745244
611,169089.64073767458
616,88705.50814196537
625,158209.04012011338
629,137185.85852534385
630,110407.52699084426
631,150818.94814966014
640,183890.8460596819
642,153641.82178650537
643,139357.21273708108
646,111223.25059279625
647,164962.36122779493
655,83692.0785391148
659,114378.20811375004
663,59165.727261433916
665,105099.46709849738
667,219404.31849866943
673,157251.4937578532
676,136998.66666820442
680,134439.25912688332
682,133244.96274683886
687,152222.129489046
688,154974.12451977687
692,133493.69167254382
693,105753.32787648734
695,165960.46424930106
697,127505.05337596565
700,131359.21584432
702,155793.93173141612
703,151840.4885639782
704,89298.91695656258
712,103428.34756596171
713,99648.84734798488
717,229282.4680119556
720,220658.07323316354
721,36341.39522828748
726,158100.57688355993
733,96806.43349918324
736,122428.83657137651
738,90472.87262671225
741,127178.56753994655
743,47266.26562658186
745,101493.18549658748
750,151634.9784429984
756,93609.39856391393
757,129161.91154219923
758,146984.7753176659
760,84692.74004390778
765,147805.88340950845
775,129906.6890281944
776,134316.43622399037
780,152047.43412983557
783,194285.16212510478
790,111937.45445096097
795,62923.54305269286
796,142924.11668056544
797,127286.52594918603
798,111791.98840680803
804,202502.81155211866
805,215531.23758489892
806,261056.4967862969
808,133859.85507551968
814,151506.7248185682
818,272524.58712192625
821,266531.7617476827
822,375949.1616389409
825,285755.37188394787
827,237490.27926813465
830,202387.7617077813
834,226216.30095235704
835,199454.35562764283
842,142847.1375015448
845,207588.53847487026
852,203591.181033048
857,150458.96995334898
858,146985.68951270037
859,124954.45784825244
860,131081.88334068257
861,133691.73614273372
864,263715.9728756105
868,197556.50477679315
869,206730.4856969641
872,283793.7100323509
873,214943.61550239084
885,103724.42591902983
890,130623.03314723834
895,100564.29843277752
899,70509.39094705236
906,102242.94477270203
918,138258.48910959202
923,121455.04810559307
925,105506.71797377677
927,132624.87876354615
932,187391.32159272092
933,126636.18618568097
934,143594.47528721348
942,87355.63479429326
947,273447.97246157005
948,246150.07032263724
951,139500.65711414895
957,418235.6818821642
958,339895.31877449865
959,197136.66681721222
963,184692.26177290012
967,215804.5365003489
968,385335.2626496112
971,133849.1791412939
972,166120.94434507063
976,106437.85804611072
978,67570.29592918593
979,105897.11899364888
984,107888.25733548775
986,156611.4955498716
991,212588.21421662872
996,185583.9885354906
1001,249864.2870674252
1007,199328.52205900365
1008,180603.09931301055
1009,224036.27998438635
1014,154708.21628497963
1022,230325.2455683817
1024,167254.52024691313
1027,141896.03927092772
1030,158641.17253501882
1032,159097.88764035434
1035,169305.300698698
1042,120563.95849442852
1047,148093.97075653696
1050,107510.6089517813
1055,280962.8918803253
1059,394349.6102122618
1061,371286.64154098555
1064,418692.38249938586
1077,231638.81901295675
1081,220471.9587245467
1092,215689.141103881
1093,181046.66273054088
1095,210159.58742736277
1099,262281.12209764525
1101,289992.1827557867
1103,302604.0875605348
1109,228893.42559673137
1112,213368.1822958805
1113,261596.48785205395
1114,239684.39128250765
1116,248151.50600251908
1117,203396.01821984633
1119,274996.4183834457
1121,236186.2175823091
1122,196892.8692636677
1125,258521.44029366085
1137,172629.70046306387
1142,199389.20138795613
1144,191016.23680909647
1145,200862.21216028344
1147,186092.6264103448
1148,199953.07593605397
1149,167191.09921226557
1150,121273.7017929198
1153,117909.72006246459
1154,105071.29471198499
1159,364585.89842052886
1161,174961.92916627953
1167,166297.22778076841
1171,310974.3195082031
1174,183033.1333969759
1188,179284.43611704936
1189,188233.85280224777
1191,167372.94407665668
1195,155801.34275308554
1199,189130.11273870518
1201,193325.09409954786
1204,197007.67028339222
1211,146498.26666898018
1214,160353.38284602272
1219,145194.7508946736
1220,70292.17428565727
1227,169638.53985634935
1229,196412.77837372184
1231,139709.4972366895
1234,218604.80568019097
1235,138347.39485095468
1239,175017.7147558833
1240,155162.59291040644
1241,173723.51822039453
1246,100264.97026216175
1249,160096.08722757446
1250,139238.37220387877
1252,109622.08238256592
1259,148618.29223579323
1267,122261.3881036161
1269,96779.13080442933
1270,143970.0723306808
1272,122882.94039440178
1274,141277.86076836567
1276,115528.25666825281
1279,143497.08141306762
1281,160362.3645764333
1286,147975.89621749558
1287,141043.5568069829
1290,57731.257550175476
1291,142087.6460253458
1297,163011.18004114903
1302,150259.1981554635
1303,56869.410707443385
1312,95755.9493995531
1315,120346.26228243747
1322,85485.53501654061
1327,113450.97440987054
1331,126240.48338573085
1333,130408.46288757003
1334,116887.8989049503
1336,116845.04711955882
1341,113534.61540240509
1344,86576.97312124845
1347,143082.9743694724
1348,161116.9363714955
1353,166451.84196134625
1355,129454.1026328044
1356,126467.57966652897
1357,170156.03114228224
1361,143188.90711683966
1364,129199.12459779563
1368,116672.35097290468
1369,106272.27708260075
1371,132048.71850375718
1373,127240.08185701436
1374,123257.35292100819
1387,119341.98138310754
1388,82693.43340599659
1392,145840.81882652955
1394,134141.34915335858
1406,134291.76790863284
1407,222911.7336978424
1408,162303.30328486185
1409,168862.9609031727
1411,153126.99871127476
1412,106314.53345051606
1413,160851.8802482182
1414,127162.14450434665
1425,262179.2593575966
1430,182099.0544175147
1431,183139.1907407896
1435,205524.76899510663
1441,219269.92546221544
1444,211784.12039965816
1445,130197.20453140244
1446,156051.04614889596
1452,125516.83936086766
1453,122825.95728880263
1456,231198.4950777149
1457,225370.38442210972
1460,265664.5108566027
1463,272840.40950494073
1468,215851.57474140442
1471,196183.9287669256
1474,214390.59193105946
1475,199242.66306615132
1476,218363.50297123982
1478,231755.6294269403
1482,147963.82139077722
1483,147963.82139077722
1484,147390.6637235055
1485,149931.99724254085
1496,163914.49699489164
1497,153314.31242123363
1500,144734.06194390415
1506,105934.34667066333
1507,107095.53411818165
1509,124778.93358328167
1510,133370.82694530036
1513,119688.7771896431
1517,145113.98063651242
1518,166120.7302450682
1523,188416.29631707017
1524,121786.50910743643
1526,153305.6040810987
1529,213274.20466013174
1531,117570.12299444806
1535,92354.6706103636
1536,121843.53844471296
1538,314766.086636749
1540,217349.13485190002
1543,133029.28907335064
1545,123890.96725970245
1546,127094.8508473669
1557,89457.70802814086
1558,116113.48715222646
1559,78120.58837566074
1563,261720.32634066133
1568,174078.6617209514
1571,324962.93879448855
1578,148984.94362680358
1579,207322.58038264757
1584,256903.24604126962
1586,302223.3359614052
1604,121131.84253767354
1606,152663.71504651092
1610,156560.7822279001
1611,139199.32632102998
1618,173347.78151787826
1623,188462.0852783411
1624,190289.61990115137
1628,177930.79525699597
1633,220584.90391443335
1645,159548.51222467524
1649,204686.36487004915
1652,160112.865524249
1653,173028.99965867557
1656,159205.99641143924
1662,196876.50275932447
1668,119897.9482693786
1670,112762.7062159669
1672,125824.63713806495
1673,142672.34875644994
1674,169578.56628841438
1677,126494.98821251397
1678,120704.55410349695
1679,123171.65375674123
1685,377184.2001867711
1692,419207.64540155
1693,294990.527768198
1696,432924.69126969285
1709,307405.49863228877
1711,284812.48904477945
1717,182293.55932344781
1718,185029.14613538256
1721,241956.8707439223
1722,231959.4330675064
1725,346525.58959690155
1726,230585.9721898812
1730,178480.5296399316
1731,180774.94690567185
1733,186412.97777103249
1737,193544.96476464192
1746,240604.53039130356
1747,193399.6985432932
1748,187049.0037368383
1749,212400.42233073257
1760,172926.6926347989
1761,468338.54638079077
1762,316902.3204775875
1768,491708.26612586086
1769,227767.97793681585
1770,257003.07143133934
1776,203330.1344707734
1781,389113.32460264047
1785,276878.8997700955
1792,220519.56805255034
1798,269286.90132189536
1812,193562.15422543444
1814,225834.2881704202
1817,149591.69643504178
1818,158953.76901672748
1822,138037.35610525115
1823,129106.25272715715
1829,257909.40245539838
1838,188013.787710867
1845,166787.06125862928
1851,189759.38699909492
1855,270643.67000749847
1856,185236.6672947175
1858,227456.20168779037
1865,209940.56087734213
1866,155582.37824668954
1867,162923.51054862593
1868,205252.60219140185
1876,136121.38421091592
1878,139435.64545298272
1879,152023.1225550477
1882,147623.72636148753
1883,119748.12484803563
1887,98667.58080851202
1895,147304.82919534168
1898,152154.47844359727
1904,54894.28617508641
1908,159092.32326887958
1917,143128.7300435441
1918,126147.3332212038
1920,134844.68885518302
1922,145889.42200656212
1923,150069.81100961822
1931,142151.0200319121
1935,137590.57534666455
1936,137062.7935073363
1939,112761.49818479613
1943,124763.72992892319
1944,129713.87240572521
1946,208549.60268947505
1952,73669.446851508
1954,117825.12436311052
1958,119027.26224796817
1964,139246.53545560487
1966,131290.5064509949
1969,96496.3366047969
1977,95716.71264023014
1980,93243.04690968298
1984,133900.7463313163
1985,89937.52721140324
1988,100304.93150274985
1989,121651.99935941596
1991,143332.569979034
1992,129266.3259415646
1997,127223.81925105822
1999,195447.19279519134
2003,105541.29876091881
2005,124052.50964323938
2010,131309.99756227093
2012,130396.93070770055
2016,127386.34979045507
2017,117305.89803283321
2022,179021.3795974588
2023,149930.2125349504
2035,126528.40248023177
2036,202677.79255007184
2040,122516.62051701098
2042,143068.16342248558
2043,84009.64063308027
2055,125430.57720512
2056,111601.61563332708
2059,110125.85682823436
2064,132007.4591078984
2066,177065.16890632713
2070,149792.9766429223
2071,109163.61294647829
2078,214445.06126635525
2080,150921.43585050254
2085,150502.40835951053
2089,116757.34591372279
2090,187013.87551013633
2092,237146.11946787106
2094,241217.18535423293
2095,218080.33278203174
2098,336749.5962932841
2099,263803.0636391087
2103,264709.49092139985
2120,153289.30995214925
2122,183157.55254046322
2123,171138.577095827
2134,202613.04258858316
2135,128428.72491266925
2136,136286.7626591477
2143,129147.9083365154
2145,308307.9608462871
2146,262515.79266798956
2148,198623.38154469142
2155,337157.6558951909
2156,274976.0131774677
2157,146832.51968920615
2159,207777.58455391525
2161,192139.0577713103
2164,196482.32703525145
2165,176836.4381772975
2169,120376.13912787146
2171,115158.41057170721
2180,161582.58639352428
2182,547669.2747752309
2184,136096.547859239
2185,63362.45574037632
2188,84207.46872010521
2191,114126.67084772763
2192,92177.33288239146
2196,173282.82528253781
2198,80141.11213749237
2204,162665.14811292553
2210,173605.43424158875
2213,107952.18363374224
2215,277985.0802973649
2219,276727.25892694475
2221,212875.29684146782
2224,180382.40439132805
2228,195096.1433116926
2232,123752.36424290456
2239,100802.8663856255
2246,266712.0681451114
2247,266727.4024476072
2249,145991.20248015816
2251,190872.71556459586
2254,149578.16808278498
2256,209067.88454830958
2259,200355.51200167747
2263,259023.215717881
2266,216016.00959667098
2271,183977.1918081505
2274,186027.3291984011
2275,273056.0770786789
2280,142177.282681135
2281,140306.4551740641
2291,84099.58598869044
2292,145908.36474855035
2295,203388.73120799137
2297,115622.32926884285
2299,146172.90679188175
2302,130277.99705291376
2303,131915.06099386432
2304,112897.77664049607
2308,190495.02956609073
2312,215991.99011429586
2314,171246.6672727139
2315,173489.33334849737
2316,180007.8186614839
2320,257766.8483505202
2321,252926.150287623
2322,227845.65995889815
2325,164800.92997485626
2336,369709.87767733645
2340,331635.6134658952
2341,295288.7176673973
2342,396453.3277774503
2345,239344.36647102935
2346,175337.27061574825
2347,160661.98949735312
2354,239719.67913830522
2357,182980.20809739808
2359,162102.74506169045
2360,137071.53504767132
2361,97797.09940752594
2362,80747.92511602395
2366,141366.28383807605
2367,109830.72189170917
2370,140734.92471365977
2373,104340.11438247334
2376,116970.19063691734
2378,145664.27701849682
2382,264384.7460547508
2387,292114.20221058757
2392,394575.1249392944
2395,307505.9887554161
2396,358713.00605616556
2397,266840.2388555915
2399,382130.1387828981
2401,426420.7122795563
2402,265887.6600269132
2407,193180.11252166374
2411,177062.61148683555
2414,205717.52128267192
2418,279877.29756604007
2419,193637.03749264698
2424,189715.2150619325
2427,178334.58454718898
2430,222612.12418728942
2439,212850.41102396874
2441,242270.84029109587
2442,220216.81628843446
2446,437261.29568732623
2447,380892.72704688506
2452,293612.6733682038
2457,326764.53508306155
2458,274956.1611067446
2462,408644.83684534905
2465,192639.55790358645
2467,193975.97691834223
2473,137792.39513364644
2478,180997.51769136617
2479,177985.82664445616
2482,165331.7355611999
2485,115559.74186921696
2488,161362.3505816068
2494,130998.83270609114
2500,273172.8311597679
2509,165431.53303011192
2512,186922.46359024625
2514,161718.13519846645
2515,180826.96919301103
2516,241052.63182719797
2518,175985.71404671078
2519,220170.37785729702
2520,204597.75907104556
2527,166302.50958247748
2532,130625.75451204687
2538,126363.60206884172
2539,155294.41525069304
2543,120624.87515839902
2551,147233.44777341085
2554,114900.6210837389
2555,114940.16371237344
2557,78978.11286713189
2561,130320.29475680398
2563,146071.53398818482
2564,133612.3149035608
2570,118338.22803138691
2571,281044.1463794743
2576,149553.6659117116
2582,134611.77339477398
2584,140384.06016702592
2587,130445.6990512993
2589,136155.90477288136
2591,201881.5507626257
2597,117804.7882612641
2602,152617.53530856475
2605,155771.90074114513
2610,180883.54717658545
2611,141540.9665479548
2614,116150.43610154546
2616,188688.03468158247
2617,143818.45083047557
2620,135086.24516249594
2623,83593.5719825629
2631,141684.57949056308
2638,138493.89739988482
2639,129406.19531730542
2645,147029.570280285
2647,94476.9697566437
2648,113855.90686526074
2650,122220.6021208211
2652,134042.5693778547
2656,134129.6402875479
2658,161056.50159011915
2661,186693.63324103068
2665,165238.41178568272
2673,158720.65321043017
2678,101890.17219071431
2679,113922.50876619722
2680,54908.31720755362
2685,95760.50597329251
2695,119039.57700309751
2698,114663.02753013541
2700,186401.29175247773
2706,139842.4072269734
2708,155734.70068729646
2709,146353.2471155264
2711,134564.7017999571
2718,174952.4570532574
2719,180980.16537661807
2721,162508.36593546148
2725,166754.1533999266
2726,231744.13798674737
2732,191550.04076548276
2733,133738.42539729475
2739,186191.8809373276
2747,184787.07568964618
2751,228000.16680118217
2754,192807.14022414843
2755,225160.4181911981
2756,202728.49967132948
2758,236426.79196893694
2763,195325.25144213758
2764,256638.52902737266
2765,190858.87516484255
2766,151190.33891611948
2768,170745.8319861535
2781,218384.7041367501
2784,182620.66862033802
2785,124400.73935263848
2786,125990.82620059318
2796,236991.21107971726
2797,284644.3460871761
2801,233666.57566218724
2805,261308.17975101748
2806,215241.91602440964
2812,204009.16651731086
2817,129209.54824386697
2822,124183.84723147287
2825,231977.92459927744
2828,146353.68704992565
2831,179219.7072044755
2843,131730.59569379687
2845,106874.32017734268
2847,139182.97632382624
2855,157449.71877379957
2856,128573.0703130115
2859,129788.58902764018
2865,201498.53688940874
2867,159964.91331240337
2869,197276.30489553208
2870,197174.45830056354
2874,140029.24559797422
2876,69969.89426690486
2889,147034.7407886888
2892,263733.5816163284
2895,251569.08532085046
2898,245621.41759066648
2901,300916.3469316497
2902,305711.66059819376
2908,133215.8132042554
2909,113421.99417959916
2916,144382.92691715097
2917,93230.99867076671
2919,82221.38834579519
2921,100543.28912603046
2922,206276.91319488807
2925,183159.53459009563
2928,116476.45411281119
